Date,Air_temp,Sea_temp,Wind_speed,Air_sea_temp,MM,Air_temp_f,Sea_temp_f
1985-01-01,8.7,10.5,2.6,-2,1,8.7,10.5
1985-01-02,13.4,10.2,3.6,3,1,13.400000000000002,10.2
1985-01-03,3.6,8.7,5.7,-5,1,3.5999999999999996,8.7
1985-01-04,4.7,10.2,3.6,-5,1,4.7,10.2
1985-01-05,4.5,8.9,7.7,-4,1,4.499999999999999,8.900000000000002
1985-01-06,2,8.5,5.1,-6,1,2,8.5
1985-01-07,5.9,8.2,1.5,-2,1,5.9,8.2
1985-01-08,4.8,8.9,8.8,-4,1,4.799999999999999,8.900000000000002
1985-01-09,-4.8,7.3,8.3,-12,1,-4.8,7.299999999999999
1985-01-10,-1.9,7.1,7.2,-9,1,-1.8999999999999995,7.1000000000000005
1985-01-11,-1,6.7,2.1,-8,1,-1,6.7
1985-01-12,-1,6.3,5.1,-7,1,-1,6.300000000000001
1985-01-13,-0.2,7.1,6.7,-7,1,-0.20000000000000018,7.1
1985-01-14,4,7.3,2.6,-3,1,4,7.299999999999999
1985-01-15,2.4,7,4.6,-5,1,2.3999999999999995,7.000000000000001
1985-01-16,-6.1,7,10.3,-13,1,-6.1,6.999999999999999
1985-01-17,-1.8,5.8,4.1,-8,1,-1.7999999999999998,5.8
1985-01-18,-0.8,5.5,5.1,-6,1,-0.7999999999999998,5.5
1985-01-19,2.7,5.4,3.1,-3,1,2.7,5.3999999999999995
1985-01-20,0.9,6.2,5.1,-5,1,0.9000000000000004,6.200000000000001
1985-01-21,-7.2,5.1,7.2,-12,1,-7.2,5.1
1985-01-22,-2.4,7,7.7,-9,1,-2.4000000000000004,6.999999999999999
1985-01-23,2,7.8,7.2,-6,1,1.9999999999999991,7.8
1985-01-24,2.4,5.8,4.1,-3,1,2.3999999999999995,5.800000000000001
1985-01-25,1.2,5.8,0.5,-5,1,1.2000000000000002,5.800000000000001
1985-01-26,-0.2,6.5,4.1,-7,1,-0.1999999999999993,6.500000000000001
1985-01-27,-1.9,6.3,4.6,-8,1,-1.9000000000000004,6.300000000000001
1985-01-28,-1.7,5.9,2.6,-8,1,-1.7000000000000002,5.900000000000001
1985-01-29,-0.1,5.9,4.1,-6,1,-0.09999999999999964,5.8999999999999995
1985-01-30,-2.2,5,3.1,-7,1,-2.2,4.999999999999999
1985-01-31,0.1,2.4,1,-2,1,0.09999999999999964,2.4000000000000004
1985-02-01,5.5,4.6,6,1,2,5.5,4.6000000000000005
1985-02-02,5.1,5.9,4,-1,2,5.099999999999999,5.900000000000001
1985-02-03,2,5.9,11,-4,2,2,5.900000000000001
1985-02-04,NA,NA,NA,NA,2,2.4063331385442304,5.915145756442279
1985-02-05,NA,NA,NA,NA,2,-0.6329662292609761,6.018623131379223
1985-02-06,NA,NA,NA,NA,2,2.1466684170751655,5.941066233642036
1985-02-07,NA,NA,NA,NA,2,3.4457159300375455,6.030903006286645
1985-02-08,NA,NA,NA,NA,2,3.243456906999479,6.0517093805751205
1985-02-09,NA,NA,NA,NA,2,3.0188081890966885,5.903451181563965
1985-02-10,NA,NA,NA,NA,2,2.2682500430333405,5.950333485539466
1985-02-11,NA,NA,NA,NA,2,3.0043741354834097,5.855979988109095
1985-02-12,NA,NA,NA,NA,2,4.198282935843893,5.879347698904005
1985-02-13,NA,NA,NA,NA,2,2.1687615256404733,5.782481831485302
1985-02-14,NA,NA,NA,NA,2,6.061051485333469,5.7616332615875345
1985-02-15,NA,NA,NA,NA,2,5.648639275339288,5.680330100401596
1985-02-16,NA,NA,NA,NA,2,7.589663785441248,5.632978012820278
1985-02-17,NA,NA,NA,NA,2,4.929242547786332,5.539514552659873
1985-02-18,NA,NA,NA,NA,2,6.210706810210817,5.568229913524379
1985-02-19,NA,NA,NA,NA,2,6.539388626240202,5.6330289714417345
1985-02-20,NA,NA,NA,NA,2,6.844049046486803,5.667952344292056
1985-02-21,NA,NA,NA,NA,2,7.30923207822324,5.598889955970219
1985-02-22,NA,NA,NA,NA,2,7.8021531421766195,5.60859910092867
1985-02-23,NA,NA,NA,NA,2,8.256905618950281,5.508228096363957
1985-02-24,NA,NA,NA,NA,2,6.57634564919367,5.33851176968797
1985-02-25,NA,NA,NA,NA,2,5.6578318124138125,5.596073213562282
1985-02-26,NA,NA,NA,NA,2,5.493984993396273,5.421415688021019
1985-02-27,5.9,5.5,1,0,2,5.9,5.499999999999999
1985-02-28,-2.2,4.7,11,-7,2,-2.2,4.7
1985-03-01,5.5,5.4,6,0,3,5.5,5.4
1985-03-02,NA,NA,NA,NA,3,4.137244970194562,5.027037864901361
1985-03-03,3.9,4.6,10,-1,3,3.9000000000000004,4.6
1985-03-04,0,4.6,7,-5,3,0,4.6
1985-03-05,10.9,4.7,15,6,3,10.899999999999999,4.700000000000001
1985-03-06,1.9,5.1,11,-3,3,1.9000000000000004,5.1
1985-03-07,0,4.8,4,-5,3,0,4.800000000000001
1985-03-08,7.1,5,5,2,3,7.099999999999999,5
1985-03-09,6.6,4.7,9,2,3,6.6,4.7
1985-03-10,6.6,4.8,2,2,3,6.6000000000000005,4.8
1985-03-11,6.5,5,1,2,3,6.500000000000001,4.999999999999999
1985-03-12,8.9,5.3,12,4,3,8.899999999999999,5.3
1985-03-13,5.9,5,13,1,3,5.8999999999999995,4.999999999999999
1985-03-14,5.1,5.1,5,0,3,5.1000000000000005,5.1000000000000005
1985-03-15,5.8,5.4,7,0,3,5.8,5.3999999999999995
1985-03-16,0.3,5,16,-5,3,0.2999999999999998,5.000000000000001
1985-03-17,6.6,5.1,5,2,3,6.6,5.099999999999999
1985-03-18,3.1,5.1,8,-2,3,3.0999999999999996,5.1000000000000005
1985-03-19,0.4,5.4,12,-5,3,0.40000000000000036,5.400000000000001
1985-03-20,7.4,5.4,9,2,3,7.4,5.400000000000001
1985-03-21,1.2,5.4,11,-4,3,1.1999999999999993,5.3999999999999995
1985-03-22,3.2,5.4,2,-2,3,3.200000000000001,5.4
1985-03-23,5,5.4,4,0,3,5.000000000000001,5.4
1985-03-24,5.5,5.4,8,0,3,5.499999999999999,5.400000000000001
1985-03-25,2.1,5.4,10,-3,3,2.0999999999999996,5.3999999999999995
1985-03-26,0.8,5.4,10,-5,3,0.7999999999999998,5.4
1985-03-27,6.3,5.5,0,1,3,6.300000000000001,5.5
1985-03-28,NA,NA,NA,NA,3,7.520270578603809,5.742168579409738
1985-03-29,8.9,5.8,7,3,3,8.9,5.799999999999999
1985-03-30,5.9,5.9,5,0,3,5.9,5.9
1985-03-31,4.7,5.5,7,-1,3,4.7,5.5
1985-04-01,NA,NA,NA,NA,4,4.374568381493759,5.501464916003798
1985-04-02,5.5,5.8,4,0,4,5.5,5.8
1985-04-03,5.6,5.4,6,0,4,5.6,5.400000000000001
1985-04-04,7.4,5.4,11,2,4,7.4,5.400000000000001
1985-04-05,9.2,5.4,13,4,4,9.2,5.3999999999999995
1985-04-06,11,5.9,12,5,4,11,5.900000000000001
1985-04-07,8.7,5.9,8,3,4,8.7,5.900000000000001
